F-volt,V-volt,P-volt,Object,Object Name
0.249266862,1.304985337,4.217986315,H,W
0.004887586,1.715542522,3.900293255,H,W
0.004887586,1.832844575,3.954056696,H,W
0,1.959921799,3.817204301,H,W
4.423264907,5,4.516129032,H,W
4.447702835,4.975562072,4.516129032,H,W
0.180840665,1.207233627,4.2228739,H,W
0,1.813294233,3.910068426,H,W
0.004887586,1.964809384,3.563049853,H,W
0.004887586,1.989247312,3.714565005,H,W
0.004887586,1.46627566,3.910068426,H,W
0.004887586,1.769305963,3.611925709,H,W
0,1.764418377,3.528836755,H,W
4.242424242,5,4.511241447,H,W
4.413489736,5,4.521016618,H,W
4.423264907,4.892473118,4.521016618,H,W
4.433040078,4.990224829,4.521016618,H,W
4.437927664,4.926686217,4.521016618,H,W
4.447702835,4.828934506,4.521016618,H,W
4.447702835,4.775171065,4.525904203,H,W
0,0.703812317,4.232649071,H,W
0.004887586,1.182795699,4.237536657,H,W
0,1.221896383,3.880742913,H,W
3.57771261,3.289345064,4.428152493,H,W
4.389051808,5,4.525904203,H,W
4.398826979,4.887585533,4.525904203,H,W
4.403714565,4.731182796,4.525904203,H,W
0.004887586,1.129032258,4.237536657,H,W
0.004887586,1.256109482,3.831867058,H,W
0,1.256109482,3.641251222,H,W
4.340175953,5,4.516129032,H,W
4.349951124,4.907135875,4.516129032,H,W
4.364613881,4.77028348,4.516129032,H,W
0.004887586,1.407624633,4.247311828,H,W
0,1.432062561,3.988269795,H,W
0.004887586,3.113391984,4.379276637,H,W
4.340175953,5,4.525904203,H,W
4.359726295,4.828934506,4.530791789,H,W
0.004887586,1.085043988,4.26686217,H,W
0.004887586,1.412512219,4.242424242,H,W
0,1.480938416,3.841642229,H,W
4.379276637,5,4.521016618,H,W
4.389051808,4.892473118,4.525904203,H,W
0,4.838709677,2.209188661,S,TPU
0,4.936461388,2.717497556,S,TPU
0,4.980449658,2.976539589,S,TPU
0,4.990224829,2.991202346,S,TPU
4.369501466,4.824046921,4.462365591,S,TPU
4.736070381,5,4.975562072,S,TPU
4.745845552,5,4.985337243,S,TPU
4.750733138,5,4.990224829,S,TPU
4.745845552,5,4.985337243,S,TPU
0.131964809,2.766373412,3.499511241,S,TPU
0,2.609970674,3.123167155,S,TPU
0,2.482893451,3.005865103,S,TPU
0,2.424242424,2.541544477,S,TPU
0,2.492668622,2.468230694,S,TPU
