F-volt,V-volt,P-volt,Object,Object type
4.750733138,4.110459433,4.569892473,S,TPU
4.750733138,4.12512219,4.569892473,S,TPU
4.755620723,4.12512219,4.569892473,S,TPU
4.755620723,4.105571848,4.569892473,S,TPU
4.750733138,4.066471163,4.569892473,S,TPU
4.755620723,4.086021505,4.565004888,S,TPU
4.755620723,4.105571848,4.569892473,S,TPU
4.755620723,4.110459433,4.569892473,S,TPU
0,3.714565005,4.784946237,S,TPU
0,3.387096774,4.203323558,S,TPU
0,3.196480938,3.8514174,S,TPU
0,2.971652004,3.519061584,S,TPU
0,2.849462366,3.216031281,S,TPU
4.68230694,3.983382209,4.525904203,S,TPU
4.740957967,3.826979472,4.907135875,S,TPU
0,3.16226784,4.706744868,S,TPU
0,3.343108504,4.276637341,S,TPU
4.848484848,4.364613881,4.995112414,S,TPU
4.872922776,4.467253177,4.995112414,S,TPU
4.868035191,4.442815249,4.995112414,S,TPU
0,3.123167155,3.802541544,S,TPU
0,2.859237537,0.953079179,S,TPU
0,2.717497556,0.889540567,S,TPU
0,2.595307918,1.016617791,S,TPU
0,2.228739003,0.928641251,S,TPU
0,1.808406647,0.703812317,S,TPU
0,1.842619746,0.64516129,S,TPU
0,1.920821114,0.943304008,S,TPU
0,1.759530792,1.632453568,S,TPU
0,1.412512219,1.324535679,S,TPU
0,0.928641251,1.373411535,S,TPU
0,0.923753666,0.791788856,S,TPU
2.883675464,2.947214076,4.247311828,S,TPU
4.819159335,3.479960899,4.995112414,S,TPU
4.824046921,3.426197458,5,S,TPU
4.824046921,3.411534702,5,S,TPU
4.828934506,3.431085044,5,S,TPU
4.824046921,3.426197458,5,S,TPU
4.819159335,3.440860215,5,S,TPU
0,3.450635386,4.374389052,S,TPU
0,3.26001955,4.164222874,S,TPU
0,3.020527859,3.494623656,S,TPU
4.804496579,3.206256109,4.990224829,S,TPU
4.819159335,3.274682307,4.995112414,S,TPU
0,3.567937439,4.428152493,S,TPU
0,3.035190616,4.03714565,S,TPU
0,2.820136852,3.94916911,S,TPU
4.784946237,3.401759531,4.995112414,S,TPU
4.824046921,3.543499511,4.995112414,S,TPU
4.833822092,3.538611926,5,S,TPU
0,3.147605083,4.120234604,S,TPU
4.574780059,3.748778104,4.95601173,S,TPU
4.824046921,4.301075269,4.995112414,S,TPU
4.833822092,4.232649071,5,S,TPU
4.828934506,4.261974585,4.995112414,S,TPU
4.828934506,4.281524927,4.995112414,S,TPU
0,3.284457478,3.94916911,S,TPU
0,3.054740958,4.144672532,S,TPU
0,2.859237537,4.027370479,S,TPU
0,2.678396872,3.729227761,S,TPU
4.819159335,3.685239492,4.995112414,S,TPU
4.833822092,3.616813294,5,S,TPU
0,2.883675464,4.173998045,S,TPU
0,2.668621701,4.032258065,S,TPU
4.775171065,4.408602151,5,S,TPU
4.824046921,4.68230694,5,S,TPU
0,3.059628543,3.983382209,S,TPU
4.701857283,4.032258065,5,S,TPU
0,3.343108504,3.367546432,S,TPU
0,2.790811339,3.538611926,S,TPU
0,2.521994135,3.426197458,S,TPU
4.799608993,2.966764418,4.995112414,S,TPU
0,2.947214076,3.944281525,S,TPU
4.789833822,3.905180841,4.995112414,S,TPU
0,2.785923754,3.910068426,S,TPU
4.780058651,4.45259042,4.995112414,S,TPU
4.824046921,4.560117302,5,S,TPU
0,2.619745846,4.335288368,S,TPU
4.755620723,3.905180841,5,S,TPU
4.809384164,4.100684262,4.995112414,S,TPU
